epoch,dsc_l2,loss,val_dsc_l2,val_loss
0,0.2867984080480205,0.2867984080480205,0.21235002881377682,0.21235002881377682
1,0.16190708802976445,0.16190708802976445,0.19029668096102711,0.19029668096102711
2,0.11967389051820718,0.11967389051820718,0.1366617781165828,0.1366617781165828
3,0.09855207573817251,0.09855207577469496,0.11810303395056826,0.11810303395056826
4,0.0878964367754806,0.08789643682417722,0.14296226373786092,0.14296226373786092
5,0.08253160858027686,0.08253160861679931,0.10963810378542313,0.10963810378542313
6,0.07553672988052948,0.07553672988052948,0.12016459208968867,0.12016459208968867
7,0.07503958663361426,0.07503958658491766,0.10958196386758588,0.10958196386758588
8,0.06606961631222195,0.0660696163000478,0.11361469433475764,0.11361469433475764
9,0.06308449694911152,0.06308449694911152,0.12841914121348125,0.12841914121348125
10,0.06363178921705173,0.06363178920487758,0.1747797235018677,0.1747797235018677
11,0.0519545639110303,0.05195456392320445,0.12067945911270431,0.12067945911270431
12,0.049875095182287145,0.049875095218809604,0.12017412962885494,0.12017412962885494
13,0.04741573441785827,0.047415734472641954,0.13604255436131588,0.13604255436131588
14,0.0472329710701517,0.047232971106674154,0.12942633569304252,0.12942633569304252
15,0.04534554036236764,0.04534554032584518,0.15132265413800874,0.15132265413800874
16,0.04649146631652234,0.046491466286086955,0.13890836623489347,0.13890836623489347
17,0.04451682057925591,0.044516820603604214,0.11215825879580191,0.11215825879580191
18,0.04313807368120239,0.043138073699463625,0.13721651536149856,0.13721651536149856
19,0.04277953783999763,0.042779537900868386,0.12114292462794189,0.12114292462794189
20,0.039365914236340255,0.03936591426677564,0.12672374580596757,0.12672374580596757
21,0.03827329208234362,0.03827329208234362,0.1236490436996787,0.1236490436996787
22,0.03691659469668772,0.03691659470886187,0.12304064075852561,0.12304064075852561
23,0.03698064648284534,0.036980646476758264,0.13488387080848727,0.13488387080848727
24,0.036235787083997446,0.036235787071823296,0.14017305112419984,0.14017305112419984
25,0.035646775022173435,0.035646775022173435,0.11930742544623521,0.11930742544623521
26,0.03510297155555557,0.03510297155555557,0.12653316859092212,0.12653316859092212
27,0.03494849437056414,0.03494849439491244,0.13230060719940653,0.13230060719940653
28,0.03455643030796565,0.0345564303201398,0.13175440076579395,0.13175440076579395
29,0.032604071393828184,0.03260407141208941,0.1245621607089654,0.1245621607089654
30,0.03186033068078698,0.03186033068078698,0.1305481757108982,0.1305481757108982
31,0.031378502525340496,0.031378502500992195,0.12991577663068843,0.12991577663068843
32,0.031037467824039506,0.031037467842300732,0.12790954946420896,0.12790954946420896
33,0.03072183266330778,0.03072183268156901,0.1281779797620371,0.1281779797620371
34,0.030373587985249126,0.030373587985249126,0.12967131918089259,0.12967131918089259
35,0.029714795957118564,0.029714795975379793,0.12812439177153456,0.12812439177153456
36,0.02973638250328162,0.029736382515455774,0.1256923464118925,0.1256923464118925
37,0.029378885073051635,0.02937888508522579,0.12561077127854028,0.12561077127854028
38,0.029061485156477763,0.029061485150390687,0.12363477264586677,0.12363477264586677
39,0.028360794155304535,0.028360794167478685,0.1252106829251871,0.1252106829251871
