epoch,dsc_l2,loss,val_dsc_l2,val_loss
0,0.294117763600962,0.2941177636760308,0.24385173274920538,0.24385173274920538
1,0.18535598561693198,0.18535598561693198,0.17622619023562497,0.17622619023562497
2,0.14975452905882067,0.14975452909635506,0.14332684748766258,0.14332684748766258
3,0.1229738228313944,0.12297382288769601,0.1349703505412381,0.1349703505412381
4,0.10974626424687185,0.10974626428440626,0.1689554141022456,0.1689554141022456
5,0.10044652220302776,0.10044652224056216,0.1305701842165401,0.1305701842165401
6,0.09402414091794707,0.09402414094609787,0.1316951192342318,0.1316951192342318
7,0.09163484781023387,0.09163484785715188,0.12187079364099564,0.12187079364099564
8,0.08745473717580965,0.08745473718519325,0.1698550318932941,0.1698550318932941
9,0.0855765839996431,0.08557658406532832,0.12766769483812854,0.12766769483812854
10,0.08141040423608172,0.08141040426423253,0.10113169236952423,0.10113169236952423
11,0.08137207571182503,0.08137207573059224,0.10889644979730122,0.10889644979730122
12,0.07730705352964569,0.0773070535484129,0.13301236123547086,0.13301236123547086
13,0.07465798803781082,0.07465798808472883,0.13585148081501836,0.13585148081501836
14,0.07378703980267949,0.0737870398495975,0.12839865840525708,0.12839865840525708
15,0.07296062267903868,0.07296062271657308,0.10589501541107893,0.10589501541107893
16,0.06380517949451052,0.06380517950389412,0.12304863951399796,0.12304863951399796
17,0.06236025215518339,0.0623602521739506,0.13033697586984205,0.13033697586984205
18,0.061237874766929025,0.06123787479507983,0.12146791777549645,0.12146791777549645
19,0.061300703495628286,0.061300703523779095,0.12032625325119649,0.12032625325119649
20,0.06029585287237648,0.06029585290052729,0.11823764042212413,0.11823764042212413
21,0.0595177449168689,0.0595177449262525,0.12096160774429639,0.12096160774429639
22,0.057805476294975885,0.057805476341893904,0.1265457737713288,0.1265457737713288
23,0.058917038618898965,0.058917038665816976,0.1191776825958847,0.1191776825958847
24,0.05667158045456452,0.056671580482715325,0.11859091740642858,0.11859091740642858
25,0.05317381561337325,0.05317381564152406,0.11215453617211081,0.11215453617211081
26,0.05240483877603293,0.05240483883233455,0.1280730908943547,0.1280730908943547
27,0.05198538536557773,0.051985385389036735,0.1199288586807302,0.1199288586807302
28,0.0510658835734168,0.051065883582800405,0.10579371040798405,0.10579371040798405
29,0.050860929612530116,0.05086092958437931,0.12750101785183462,0.12750101785183462
30,0.05127286337203433,0.05127286339080154,0.11767521073930284,0.11767521073930284
31,0.04982895657223103,0.04982895658161463,0.11685280863227498,0.11685280863227498
32,0.05048099659636654,0.050480996605750145,0.12124387268773001,0.12124387268773001
33,0.049422599065589067,0.049422599046821857,0.1190605589435396,0.1190605589435396
34,0.04779742360208887,0.04779742361616428,0.12343529102384534,0.12343529102384534
35,0.04721366074546158,0.04721366076422879,0.13135450570565513,0.13135450570565513
36,0.04719303675249256,0.047193036790026975,0.13191626582326543,0.13191626582326543
37,0.0471545143184306,0.04715451432781421,0.14323682605456084,0.14323682605456084
38,0.04692317285488174,0.04692317288303255,0.12345771701672138,0.12345771701672138
39,0.04674809670746702,0.04674809672154242,0.12268897813036402,0.12268897813036402
