epoch,dsc_l2,loss,val_dsc_l2,val_loss
0,0.33809455070839406,0.33809455070839406,0.26388668372399277,0.26388668372399277
1,0.17481585238372382,0.17481585238372382,0.15685933113543907,0.15685933113543907
2,0.12953146160549783,0.12953146162984613,0.14542049086756176,0.14542049086756176
3,0.10958552053746055,0.10958552058615716,0.14910403884246817,0.14910403884246817
4,0.09765914227703915,0.09765914227703915,0.11725371007799593,0.11725371007799593
5,0.08758550338154915,0.08758550340589745,0.148442905014142,0.148442905014142
6,0.08213400245443278,0.082134002551826,0.12376887145905922,0.12376887145905922
7,0.07970469822997556,0.07970469825432386,0.12983675157794586,0.12983675157794586
8,0.07296370073629457,0.07296370079716534,0.14959456459579304,0.14959456459579304
9,0.07292036454990701,0.07292036454990701,0.1306899189312234,0.1306899189312234
10,0.058086275689157786,0.058086275676983636,0.12639580660650873,0.12639580660650873
11,0.054783558202116125,0.05478355817776782,0.11573033752795468,0.11573033752795468
12,0.05092510374664676,0.05092510377099506,0.10741466923783986,0.10741466923783986
13,0.05143620290495212,0.05143620291712627,0.1089220861864523,0.1089220861864523
14,0.049984832686901674,0.04998483271124998,0.11643762533895226,0.11643762533895226
15,0.05044304045964203,0.05044304048399033,0.12944134331157064,0.12944134331157064
16,0.0487503748922761,0.0487503748922761,0.11971733155540931,0.11971733155540931
17,0.047927908365024266,0.04792790839545964,0.14243116297432754,0.14243116297432754
18,0.046852318204793277,0.04685231821696743,0.1470700168552307,0.1470700168552307
19,0.04226375150561235,0.04226375158474434,0.10924685100077564,0.10924685100077564
20,0.04147368306415825,0.04147368307937594,0.12769961481293043,0.12769961481293043
21,0.040791779540454834,0.040791779552628984,0.11425830483532105,0.11425830483532105
22,0.04132184681476526,0.04132184680259111,0.13087486201881343,0.13087486201881343
23,0.03910593009779072,0.03910593012213902,0.14619123122185215,0.14619123122185215
24,0.03897470442785157,0.038974704464374024,0.13264917854506236,0.13264917854506236
25,0.03903017134947422,0.03903017141034498,0.11696006953875479,0.11696006953875479
26,0.03770782074471023,0.0377078207507973,0.14017779401575142,0.14017779401575142
27,0.03816919243328419,0.03816919244545835,0.12877181959617087,0.12877181959617087
28,0.036213481646591154,0.036213481634417004,0.12621554725954676,0.12621554725954676
29,0.03495179459732634,0.03495179459732634,0.1332805182179834,0.1332805182179834
30,0.03480884566403974,0.034808845676213895,0.128676376480641,0.128676376480641
31,0.03424896842806168,0.034248968421974606,0.12934811267619714,0.12934811267619714
32,0.03421049352333534,0.03421049353550949,0.1277215972972604,0.1277215972972604
33,0.03375010655620714,0.03375010655620714,0.13043277307103077,0.13043277307103077
34,0.033476206626183065,0.033476206638357216,0.12201969136889929,0.12201969136889929
35,0.03315584258072906,0.033155842574641985,0.13018215343387973,0.13018215343387973
36,0.03296452435190041,0.03296452438842286,0.12393670072221857,0.12393670072221857
37,0.03266270664289253,0.03266270666724083,0.13295298144539708,0.13295298144539708
38,0.032022445607212145,0.032022445631560446,0.1287591968320756,0.1287591968320756
39,0.03145260579604047,0.03145260580821462,0.13568899712055668,0.13568899712055668
